extroversion,openness,conscientiousness,agreeableness,neuroticism,personality
6.563547027518508,2.8660253135039624,5.05767450540224,2.9098154944772983,0.0,1
5.099041965121793,2.9600191249635537,6.888850499404926,2.1619718794859666,0.0,1
5.562459375310085,2.797636064333849,5.316522059627297,2.438824663825267,0.0,1
5.097440081655905,2.55417715915557,7.839463122512087,3.3026942894624027,0.0,1
8.778417276763406,6.690140272573878,3.360891744511763,3.7554330385373227,0.0,1
5.979754162893099,2.013498643296513,5.58444304831337,2.0573126933549903,0.0,1
4.41343360656615,3.207823793063257,3.577488896310343,2.7163052020013403,0.0,1
7.233817368154783,5.214176149659908,4.588860138834838,2.6135796717642417,0.0,1
4.168734525043467,2.330659306703897,4.581135579116247,1.7034870554929333,0.0,1
6.313295392507133,4.859658627888407,5.152956800725989,0.6927966509537802,0.0,1
3.0604948141803368,2.013479097153142,3.955221244096084,1.5238285837178216,0.0,1
4.007720926652354,3.8651884613787466,5.406738575172634,3.151855499490973,0.0,1
6.295291853803685,1.950528746371186,6.098606455825531,1.0921432440781318,0.0,1
7.107699869993116,3.8460896087876266,3.5085259275919642,2.3226908227256167,0.0,1
6.257052421784956,3.668055681649732,4.6745877629616865,3.3470106626479668,0.0,1
5.826527576417639,0.28926768448496487,8.80328977259193,3.626923685939861,0.0,1
5.548344456616067,2.0258633936753982,5.928008280525604,3.3762696837760964,0.0,1
3.782217014448859,1.2930111034387717,3.1369364345637027,1.4090545050440038,0.0,1
4.920233687407937,4.0899874062327815,3.679394375812276,2.1002773353440904,0.0,1
5.309041843560319,2.337213090558671,5.7936755189847196,3.960408521924575,0.0,1
7.585683339328374,3.5697152188298515,5.630865850146509,0.5429727947895868,0.0,1
6.515427434352692,4.8902393973990455,4.736324357788856,1.0527889610313441,0.0,1
3.3554397669558993,0.07177108522547404,8.351309443954369,4.716273359297437,0.0,1
6.486125954092192,1.4061826915230289,8.904347467129249,5.140371637285981,0.0,1
5.422376579375525,2.819515187542099,5.156301632195359,0.5138021217728295,0.0,1
4.984616999541062,1.2535220780306109,6.634843925704761,4.372471527870024,0.0,1
6.917514433261302,2.458893506365202,6.700116022717303,0.0,0.0,1
7.546499283743927,5.216020120271934,6.87263508132085,3.4372025030929265,0.0,1
7.396920178674298,5.489320712699674,4.667889081693925,2.1078293465460742,0.0,1
4.741173715166042,3.791341288122175,8.021283982386699,2.4020896865056947,0.0,1
5.5361814362231785,4.652240854102587,5.4108236448952685,1.4256287219532906,0.0,1
6.496895147105346,5.38749827228097,6.0485897053326445,1.7212838035062201,0.0,1
7.463317690683539,1.923682363817806,5.502656563296803,1.976494962544669,0.0,1
5.281238643232065,3.7092375378545985,5.318407976011613,4.312002102455438,0.0,1
5.721511535004274,2.797377081519094,5.861925797919217,3.25018432038895,0.0,1
4.340497538990958,1.707389428206051,3.958348754068428,3.1611840447035306,0.0,1
4.205690063878993,3.195911596977842,2.937501075074256,0.8207155596565003,0.0,1
7.218788733591297,2.2549186642798764,5.222605381182156,2.3423269689357418,0.0,1
8.034360042856235,2.719285698666957,4.3554440719997505,0.5634235279713773,0.0,1
5.891984817629499,4.29547818347576,6.211754781382632,2.1784127197184806,0.0,1
7.5052993468380365,5.088522829115899,6.063927206325143,1.8178213477590708,0.0,1
6.542454037571451,4.089551609588683,5.517524025605713,2.744512756827313,0.0,1
5.032320368092313,1.963496135187624,7.426047227720701,2.1928790623385392,0.0,1
6.5420934082626205,4.817851606456121,5.491904017478139,1.276210181827054,0.0,1
8.307054849698954,5.800596380291943,3.6044039041703346,1.877747572837798,0.0,1
5.946260941335073,3.6701219828579883,5.209262485849259,2.0248363307807007,0.0,1
8.346965483721009,3.5953940407088796,7.0222580969115125,2.038315774337505,0.0,1
2.0703823438653837,0.731931391443822,3.050468925151294,0.288879025827252,0.0,1
7.232853756562836,5.345112666967033,5.377752774835031,1.380144356875231,0.0,1
6.130570602357257,5.270971828776498,6.248100644926642,3.3953162375592227,0.0,1
5.551488974301199,2.9390494605291253,8.947915034886119,4.038446970553308,0.0,1
6.137641164803253,3.3829771375120368,7.070734928005888,1.9975991335082828,0.0,1
3.0186466280986606,1.617161047229123,5.672401298373831,1.4820306163177748,0.0,1
5.670492168243732,3.7321669116394056,6.176986994251031,1.2087281654596733,0.0,1
6.53566885726762,3.224120554288543,3.0329960316295965,0.7806143204430132,0.0,1
8.216841067112274,1.4570825711814632,4.135361158322249,1.78939414135279,0.0,1
5.222594672589529,4.564879605530233,6.34624237244382,1.571661473863125,0.0,1
4.787259595660219,5.02598249399119,5.709517615653214,4.689851962356791,0.0,1
5.247364434623195,2.413538829247062,5.875363542576611,3.0363060955823427,0.0,1
7.373103176553111,3.143877863229338,5.544349049780569,2.182346522390021,0.0,1
6.493126664489527,3.7313553718254493,5.493381833144031,2.2909326207388676,0.0,1
5.205359694349442,2.8982111561351376,5.633809843022436,0.722978901903913,0.0,1
6.769901149670034,5.256562982397571,4.127154260455753,0.33193116997383165,0.0,1
6.14561632402206,3.7529371243872816,5.202394935951588,3.536139300242453,0.0,1
7.452967485799334,3.52063309503418,3.8826639791425057,3.351674303913576,0.0,1
4.946920359183972,1.3860608748407244,4.694524606240287,0.0,0.0,1
5.508506780103348,4.343865089845616,7.054676511965893,3.3392931830888313,0.0,1
5.411837770301764,3.966516151578158,5.265021996353167,3.625811151525112,0.0,1
3.804727577801822,3.5555084003912762,6.274591317865051,2.1339202170821054,0.0,1
6.444180415596864,2.704684148492806,5.6498829203463155,3.931231051907231,0.0,1
6.391582908269834,6.041074024395895,4.999640833038743,2.843938659731864,0.0,1
6.0076701849636915,1.5121687025095305,4.18886068140905,2.1715454919824055,0.0,1
5.64811929993728,4.240392805644143,4.979927651867834,1.7228472269733135,0.0,1
3.8769438869243786,0.03466701151834517,5.738131979774682,2.396573706860255,0.0,1
5.369032015851961,2.2730215514730157,6.254199477361538,2.0095243942379586,0.0,1
5.485928225209846,5.164784451663458,5.659037923924472,2.58971804906346,0.0,1
4.796584096167572,3.8755875630717305,6.344324413329424,2.815814092488404,0.0,1
5.758071432500986,2.7993783609159735,3.523778866672382,0.9317951403536404,0.0,1
6.606076285221808,3.3410413197470588,6.626661324858552,0.5089267294659332,0.0,1
8.829278851815795,5.418313844092007,4.0332667570874605,1.3988197968386271,0.0,1
6.261866719247759,4.3740892204615225,6.778556002305428,1.5917618187509128,0.0,1
6.386325586084147,5.3336906108697235,6.153127596436696,1.2282915436837403,0.0,1
5.888331126350749,2.985517870280256,3.0687535692115437,0.4685034708317779,0.0,1
3.1218431770514377,0.0,6.458051671440408,3.4927912842736832,0.0,1
5.960229186826175,3.764499864554217,6.7936265417827855,1.4952062582090913,0.0,1
6.09034531491154,3.10529018393685,7.135241998449677,1.8779433616320271,0.0,1
9.69486316872793,4.25615745553862,4.50082223066217,2.577780070726771,0.0,1
5.711458552828316,3.7840778300723428,5.733234094691684,1.4510822787091917,0.0,1
6.452321013500419,3.615656103188904,6.402784197963321,1.3211936742606734,0.0,1
5.947932345442135,3.9365740550290345,6.4572249276357025,3.472610043563274,0.0,1
4.246982943570702,1.4748567259178045,6.032376990421859,2.2705387228963434,0.0,1
7.71423422177253,5.2125931694541165,4.945372883506391,2.050023073887752,0.0,1
7.127899549030161,2.6962218933121225,6.784326880341892,2.467476182068478,0.0,1
7.18654792056457,3.318651084702843,6.7919659568588715,3.1824258544537107,0.0,1
4.635918817807892,2.4900542133800014,5.299438202074417,2.873795538462213,0.0,1
8.10419146640415,6.9526969777941465,4.48137875474662,1.657266270044266,0.0,1
3.8972234058115784,3.2801244857451395,4.553725659042413,0.17352920960124285,0.0,1
6.880285640700405,5.420802389541591,7.274263029931876,3.2369347294597883,0.0,1
9.285683438714969,7.271902503240755,6.735881900393954,2.320345888563753,0.0,1
4.514195512303967,7.031915870355428,5.473948282463962,3.132592567727889,0.0,1
5.150553405595842,3.1402389244276256,5.241074830222703,1.111257973850776,0.0,1
6.1494770476314615,5.394167336334704,3.2013572108876187,0.9347087634801406,0.0,1
5.244786518825701,4.36203421657775,5.39027856430848,0.5260578898619344,0.0,1
3.6740048534008007,3.3996419160095113,3.9515502990795737,2.442091214080823,0.0,1
6.102844462209041,5.790794218973641,5.706699319439286,3.630564499078436,0.0,1
4.406544429410843,2.140751020465134,7.040821420789873,2.279531036952836,0.0,1
6.710388645952772,3.4278111588480082,4.225412981135826,1.476675197453757,0.0,1
4.620863648649295,3.156236805367811,5.810162788504444,1.4334180556449558,0.0,1
8.324901607526309,4.77570123820952,6.797113690612904,1.934265749902906,0.0,1
4.825120061495644,3.277273060495194,5.786384013853927,3.077470383387186,0.0,1
5.516907725691486,5.185443177478505,4.818822149594666,1.3729620633154225,0.0,1
7.220275826054505,3.7583894283851684,5.5135023268537475,2.728065862394943,0.0,1
4.1537035253490675,2.126607360096964,6.74442332589624,2.681016285979409,0.0,1
6.341189901906194,4.013887145375609,5.841351217866674,3.162159038258298,0.0,1
7.960714131423642,4.502446367623982,5.495618242671554,1.766609095936829,0.0,1
3.5887751481581587,0.0,7.002986064075114,3.995034964930795,0.0,1
6.276950787798456,3.070017301440346,6.16939323093555,4.530753036860796,0.0,1
6.389824191372635,4.658742405508586,3.936226842365069,0.0,0.0,1
7.172734307665966,6.028696685718755,6.320836460576594,2.426948320888681,0.0,1
4.144573933682877,1.1012020791644543,6.734426381216946,2.5917102016734814,0.0,1
4.019315080373586,1.02045016914714,3.891488696786266,0.7693112370185806,0.0,1
6.782912348425347,4.106027972316011,2.5506386553733913,1.4685139917110805,0.0,1
6.445477009849779,1.3765721280564636,4.145487530588143,2.8908519667961405,0.0,1
6.375739275518815,3.2914793217267357,5.366750406011301,0.0,0.0,1
6.519672314245463,1.8285529170856059,6.812724848562316,0.47043728088270376,0.0,1
4.979962917632264,4.630851310390316,4.341762355561933,3.559876357211773,0.0,1
6.348380545741505,2.8858309422244175,6.221656346650808,2.2250991423569126,0.0,1
6.439608709948022,5.847166249575645,1.7399045247836447,0.794364672044994,0.0,1
4.928472872960448,4.293309347926275,5.734398736468105,1.1184416637199732,0.0,1
8.798661766717135,4.503616302793381,4.971237409948941,2.0372599003989853,0.0,1
6.710749381367681,2.7400980646053155,8.228178416131218,4.797034349946955,0.0,1
4.2130447541960265,2.2955719535165096,3.0402878265975493,1.7621819167923096,0.0,1
6.984830412950744,4.065322298660603,5.481148072354502,2.404478031180775,0.0,1
4.5379774946590175,3.1381628295382917,3.032312242888265,0.0,0.0,1
7.1806269056136784,3.3765241959319923,4.785379946888814,2.731113667668712,0.0,1
7.737893368511106,5.538409869333307,3.2884985447148516,1.325944991140163,0.0,1
4.7689765224724345,3.1797795794833403,8.491025362118076,2.7276139396363774,0.0,1
7.445064193866482,4.058564328260853,5.0377877715207156,2.721874465232994,0.0,1
6.619171390404747,3.1170540477412203,5.2256616586969775,1.1576232099134567,0.0,1
7.233090239991735,4.117992164276617,5.444446157363105,2.794629065457192,0.0,1
8.845189473980922,4.32683218219547,4.0280401693761405,2.949790528965939,0.0,1
5.631917825995695,3.449277129457722,6.871810353759009,2.918360045378584,0.0,1
4.869395753463765,3.0241638743421504,6.332252389132245,2.0665069017961244,0.0,1
4.665728355561715,3.113485753508636,6.693319871473315,2.0479613299888513,0.0,1
4.776284572551843,4.985261635137331,3.916649553352823,1.9876136994526643,0.0,1
5.884347435878844,3.3716747978878194,6.9759097798172665,2.3151324967600044,0.0,1
6.511727962224966,5.112554217884358,6.8257936631242,5.333456358374326,0.0,1
6.415036198995028,4.1245265957678585,5.197889054511937,0.5225277263045367,0.0,1
7.240774873554036,4.058571761854277,6.663527398206633,2.522672612339263,0.0,1
6.0195028378168605,3.468710578748635,5.854473110282574,2.6416177614955316,0.0,1
8.180301115735976,4.837588978439925,3.427800608216732,1.5399892899153032,0.0,1
5.603014750143066,3.697530099359699,5.262352327514348,1.4881121987098611,0.0,1
10.0,4.896967331667893,4.874036950886459,3.3051035771564883,0.0,1
6.938501021647509,2.404692152854545,5.611045074462263,2.977956220492214,0.0,1
4.714263665375576,3.6137150713944757,6.827464174053301,3.5447512739400415,0.0,1
4.393661252908331,3.7139453508425095,3.366256263810291,0.6117841955080744,0.0,1
6.723708622864778,4.92898817308223,4.923348719547432,1.5263283087583015,0.0,1
5.664805822011224,3.5848499154745013,4.431611337150258,2.3097190063529913,0.0,1
7.071000741138138,5.163269997626829,4.487441303096081,0.5844205737494719,0.0,1
6.709856436860317,4.8820286933367605,4.429958236516362,2.504105896516795,0.0,1
5.890756631014691,4.47960920935476,5.588621462124568,2.124403040191196,0.0,1
4.729809422897393,1.8064366681278996,6.180128088688541,3.6431064103460677,0.0,1
3.727729162971203,0.9202953411971646,5.952822446556383,1.9107474578617438,0.0,1
5.330227571899468,2.731853447036956,5.741368669826903,4.292142597290751,0.0,1
7.284598191485209,4.349897983439939,6.3082678341733365,2.9748604921547117,0.0,1
6.321140616195306,3.502379017158436,8.594423973563504,4.010244778289548,0.0,1
4.131391831932018,0.22680670155376026,5.676658838608053,1.508835095222123,0.0,1
6.259771388776773,5.821893967828235,6.827479923657256,3.00966630994043,0.0,1
6.577976069593255,3.61793045509307,6.753438464942543,2.0972189407244226,0.0,1
4.674213845698301,3.0117736073113246,7.811132411939802,1.430067929774985,0.0,1
6.230587658918292,5.231811384266646,6.228674524435093,2.2762503234991347,0.0,1
6.087313077669,0.8384211231759537,4.402388964733886,3.0400546380173656,0.0,1
4.2855445532540655,1.9572940856583845,5.896346497328442,2.288006270452665,0.0,1
6.536681040522425,3.4574678960176897,5.826480366442812,2.007032869727048,0.0,1
6.841176789552351,3.7011340191906372,6.559737391424109,2.285735918686928,0.0,1
7.624576864762916,4.366562210001006,4.364584329650752,4.211574974532554,0.0,1
7.5807030780523545,6.284983604965226,7.146217396147504,3.527751352245719,0.0,1
3.9334959480643636,3.168248219711285,5.506808293882156,0.45371678162818285,0.0,1
4.593262440127316,3.905599786430985,6.591193030111252,2.039017032694027,0.0,1
6.77255290081299,4.120076066660903,5.902575105495723,1.9201310762175303,0.0,1
6.770678926368313,2.383159700446386,5.659368011816003,1.4704194304455531,0.0,1
6.772571529459071,1.567906475500234,5.804013333628902,2.3923976478354514,0.0,1
10.0,5.232169073711292,6.37358961479559,1.9181522311661368,0.0,1
6.85633576603975,4.545520304623073,8.046251232292844,2.654471557156096,0.0,1
7.703348460270899,4.660132731399701,2.8774093997223593,1.3198343558772432,0.0,1
7.431002645239803,4.206405210076673,6.202003833601271,0.7860071269638043,0.0,1
6.977086876958697,3.7439598380870533,5.5571581348009715,0.0,0.0,1
5.527096133039482,5.730323570354985,5.269761462634015,3.4750086725592224,0.0,1
7.138453830739901,3.295587989272171,2.4277383099342056,1.8920468950112177,0.0,1
4.840762178193643,4.017840654255457,6.254269985631523,2.907489511340196,0.0,1
5.644772089889987,3.3891587771591847,5.337538172054292,2.4701504589375425,0.0,1
5.2719546782563445,3.0900453928106106,4.4152429920207155,1.5579193719466902,0.0,1
6.122811209079484,5.0856517837877835,5.555223964532731,5.53965242808637,0.0,1
9.471987850010263,7.438229169235892,5.119372699615656,2.2599989957764066,0.0,1
3.199102211112378,1.632001978405621,3.2348888828763944,4.1628616458356476,0.0,1
7.02939028556177,5.176677434427633,5.614640134905563,4.514944107490984,0.0,1
3.5809261932155225,2.5852253505093783,6.254095588610018,3.0094538295096154,0.0,1
5.29210220131585,3.1841858873614073,4.785996560915056,1.6834108616938828,0.0,1
7.633425895451049,4.8251614684590605,5.840226682490661,2.353703261658798,0.0,1
6.096420028643194,2.832241439372111,5.640545566928213,1.8153084076005035,0.0,1
4.38338283310604,2.262710427866322,6.859139889342008,3.250758070484491,0.0,1
4.927044436110048,2.259464325962781,5.365199888230724,2.8872542513111523,0.0,1
7.019396623402014,5.293290033755912,6.541419390908299,1.2699598443452234,0.0,1
4.904450052424295,2.8284286928053017,5.092641417435485,4.912969514755659,0.0,1
6.324687884372962,2.237555901085731,8.057518549943746,2.3639266423536274,0.0,1
6.06835775985572,2.772889988117727,4.932105921768146,0.0,0.0,1
5.022599478591275,0.0,4.609501138368008,1.753822900558418,0.0,1
9.215916133987989,4.936158558134215,5.3693602447228805,0.8844593148527429,0.0,1
6.950878533477017,4.215701198202789,4.553575422836255,1.7626592681602624,0.0,1
2.962286120013589,1.6140086533677849,3.876746635938015,1.6287163043941286,0.0,1
6.279681472154142,6.143994105130156,6.4458830605352375,3.0681628538844277,0.0,1
5.007320302847418,3.694279430806495,1.518556672209892,1.71386310928204,0.0,1
7.278650002194336,5.003732225023583,4.567206637200787,0.7186604505370904,0.0,1
4.811218892350949,0.914808493926236,3.7557069110827213,1.102613241359858,0.0,1
5.827895337799651,3.0591667377392313,5.68482022025202,3.0203294986869875,0.0,1
6.757480918470685,3.470493182293976,2.654149629349438,0.33850527358682836,0.0,1
7.298632791255182,3.4358822361834997,6.212206098428397,0.41974688176092334,0.0,1
4.199555389416336,1.5598764350337855,6.352916904875779,3.2224997321715785,0.0,1
5.498248146238577,1.129201343013198,3.3775965411944027,0.7292599640207961,0.0,1
5.287582033258566,1.6415253743375453,5.747783513682793,1.6041197074089437,0.0,1
5.020006151139432,4.060915774001598,6.170877068966254,2.6004233706207196,0.0,1
8.648181360421646,5.017411185861169,6.722390486741045,2.693508306759485,0.0,1
6.607472566441434,3.356800637935659,3.5903918623986,2.5330983206341813,0.0,1
4.108674068497432,2.4587108395152097,3.4075269647457818,0.0,0.0,1
7.376792920582164,5.826944566790679,7.453443988171119,5.469746377718364,0.0,1
9.18323429551895,5.514993202362312,4.431543383084495,0.21706228054904986,0.0,1
7.54869789082672,5.1776676916132764,4.814374572488879,1.4992257693799242,0.0,1
3.7209450510689797,1.2166412197754788,6.3230228808787405,1.5738330906145106,0.0,1
5.273648890700623,2.4218333935243113,3.9800386697496744,1.6531097357317055,0.0,1
7.900366723779934,5.16499229634437,5.154395762988036,2.0824098429907267,0.0,1
4.938495801571829,5.234281930947634,6.659267580578976,2.846710836466677,0.0,1
6.665729142219343,5.715167316749454,3.6525671174547227,1.7484899404715093,0.0,1
7.161951080144005,4.9965643314337695,4.849994371785838,3.3770343838779233,0.0,1
4.609604292632875,2.947483087772587,4.0352592940141765,1.78640948712054,0.0,1
5.9107119659073,5.227710406296985,4.493883955440744,3.3247499025520475,0.0,1
1.138098989896391,1.6364733815919832,7.041343154169874,0.8911003930058541,0.0,1
4.463418537998566,0.0,7.326582724155887,0.5278595260905972,0.0,1
5.62114777291026,2.107971646319889,5.835184368253102,2.473812814037142,0.0,1
4.128325227052725,2.8827635266611527,6.1918725900157146,2.8364447653551763,0.0,1
8.448616955897453,2.924809094877305,6.156311371604319,1.875280163394284,0.0,1
3.854787933059051,1.2357659541271961,4.625963231084068,1.8392340725130096,0.0,1
5.339933269954525,2.3641820295831457,5.809595655438563,3.506700284523018,0.0,1
6.196110865929137,3.410267432062482,3.816099092817229,2.2638208721640316,0.0,1
8.161909933599173,4.552229710288054,4.253859663110996,1.3385829788182753,0.0,1
3.8462067732308407,1.960779551338312,5.387157989665996,2.372519733565012,0.0,1
7.744745628232439,5.63721639762784,4.120737708258431,2.4830673679599387,0.0,1
6.015349591529381,3.2909411163769873,3.845454791880042,0.1856793421840517,0.0,1
4.527737023428074,2.2550860555713634,4.574532824305966,0.9443308658980563,0.0,1
6.693155211394906,2.3968866018647246,6.990233842749463,3.81178324837488,0.0,1
6.298589543360205,5.0083691683991125,7.524280900061831,1.107080490951978,0.0,1
5.099674684261808,2.2540077938201013,5.457671964959457,0.9836868688551172,0.0,1
6.1047031274850285,2.358385482889487,6.256858601908264,1.1680403458817015,0.0,1
5.42202960470736,3.508926452667181,4.7674576412118395,2.916604629291093,0.0,1
6.170276017876872,2.7818360958664474,2.8146591688145848,0.0,0.0,1
6.99319601178157,3.5647743193157884,4.338420775174427,2.6064504254529264,0.0,1
8.379025224218028,5.337567343713699,5.099152757523539,1.6510102838972596,0.0,1
4.143276751759727,2.0941869025203683,5.6832600665993045,4.2298800590331584,0.0,1
9.1995500619844,8.293661287551402,5.368731063606359,2.2886513414594263,0.0,1
3.0718683007162473,1.753326728446711,5.133860701127293,3.227180162677765,0.0,1
5.772322357446625,4.204799277123041,4.752977058392863,2.4075857540288914,0.0,1
6.882475809726865,1.7994526288445845,5.947021308125945,1.882893657581068,0.0,1
6.421487801602549,2.8201137226638533,3.7269406881142695,1.4769767825020546,0.0,1
5.065950720269109,1.7352739982614107,6.542681524730935,2.626288776752038,0.0,1
5.687816624464087,2.267434306715298,4.737743844603675,1.3870626206930448,0.0,1
5.2604985980117505,3.6549447514114535,8.18722772850213,4.251589703317511,0.0,1
5.115952864583683,4.3122498000831015,5.090089798312369,4.797703137122262,0.0,1
7.2744031455315366,4.778198492880335,4.8757715596146065,2.0777470487560987,0.0,1
6.535523228947571,3.6493403890889717,4.768507954158423,2.695675505466593,0.0,1
4.960635607109019,2.219355317810508,4.88873660801123,2.5371784830090673,0.0,1
7.349399813149876,5.7459595893137365,6.289396475952152,0.0,0.0,1
6.460949281314914,6.3620761137747825,5.4450409381923865,2.718740802948034,0.0,1
7.21929317825844,4.493642752695493,6.783206165749941,3.1989567492124276,0.0,1
6.944443262885418,5.2939016346171375,6.103747907013913,1.0680545331301659,0.0,1
4.7565074836168915,3.2659489099247048,5.540940197329136,0.24901589490997655,0.0,1
5.159728439704546,4.002442951581434,5.984840636278255,2.863799820535272,0.0,1
7.120940407684893,2.8751081108787964,7.055250954612837,4.631915359498397,0.0,1
6.915555398150198,3.56356970271957,6.353704751966294,2.135217218696225,0.0,1
5.968647609053778,4.055751893486968,5.86472409147271,1.981057895411565,0.0,1
6.175991074963173,5.160583777876279,6.04956532151117,4.958966660481838,0.0,1
7.916497343682638,3.7681373402443725,4.001509713652633,2.586191654008317,0.0,1
5.112642916746255,0.6276268167996011,8.843205042131451,2.201589430787373,0.0,1
6.820646071755057,3.4944703313235355,6.186563436820488,1.6903206049868846,0.0,1
5.6967110213491585,4.630183470027395,6.316289100321505,4.92372156161256,0.0,1
5.67347819515917,1.5034122077900824,5.462699895541994,1.4557448691684707,0.0,1
7.648165277980786,3.1765952962305706,2.5131614652102114,0.4187072085604263,0.0,1
7.238124523482044,4.529977017350561,5.155053339156723,2.7997216896042616,0.0,1
7.220264454000958,4.192993169086818,5.59873127687971,1.9496203774427587,0.0,1
7.958218210731493,5.488290704302768,4.430310831547966,2.259892553029082,0.0,1
6.031505762449139,2.1444313449347883,4.418980829425618,2.084256548621709,0.0,1
7.022929456942446,3.8237833611630663,5.0589724486729315,1.8639335207252261,0.0,1
5.534599865109816,4.754982401949606,6.502987496612462,3.9314773563662775,0.0,1
6.486249528732663,2.4602742848754566,7.132480557553064,1.4501854697153127,0.0,1
5.804785418448473,5.2551660066414065,5.7222518414216,2.418147492803683,0.0,1
6.1454939474890775,2.40639598542702,4.762407656328781,1.266703442498335,0.0,1
6.89273553815537,5.154899215746355,5.028900097810489,3.817731180964628,0.0,1
4.7726689751497915,2.416051172834124,5.629394202938058,2.0598579660341163,0.0,1
9.138580913528191,4.109258638950142,5.783439161645303,4.42823532238868,0.0,1
4.4909739277504475,2.09830550006715,6.065446942026329,1.9622530830583127,0.0,1
4.1787170808184015,3.161145274305834,4.928832150908592,2.0915908392073232,0.0,1
7.737166310250101,4.634074992268272,6.1880784722562385,3.672146671982857,0.0,1
7.187494040944404,5.654659718298655,6.085308405185847,1.3830004362885369,0.0,1
6.936179725578233,5.884595908468798,4.986379416499148,3.6545606644037596,0.0,1
6.94251826389642,2.745874159956432,3.264661671084112,1.3345933744978822,0.0,1
5.981629840729628,2.0814549305453625,4.349582314008478,2.1925498361709317,0.0,1
4.654118442771253,1.2267185373177416,7.537873923965623,3.6157721393659026,0.0,1
6.113706837290589,2.58918878711673,3.2983569290369634,1.2356823826365526,0.0,1
4.984257432731832,4.315611884622792,7.212778914565188,1.994333638867504,0.0,1
7.462679600126627,5.150042100876059,3.252844829957211,1.4047926341012376,0.0,1
5.779413927746792,2.8136152691411573,4.494904704783674,0.0,0.0,1
4.761754204811233,2.8437294141393386,5.012865317881217,0.5633979685261845,0.0,1
5.51792123752051,4.995919348711432,7.816994007839039,2.972684623719056,0.0,1
6.6193971814134365,6.261251330023005,5.533970245010235,3.9156754131789775,0.0,1
5.154413170794038,3.4039091026077855,5.221793291009794,3.75750086963421,0.0,1
4.766669406650353,0.0,4.284050156804891,2.791032920261312,0.0,1
6.365530817237868,4.176063004054688,6.178549230782692,0.7784558085485844,0.0,1
6.367449856663084,4.942167669447468,4.8334660220577375,2.26422551112502,0.0,1
5.239585236943306,3.4133099211932736,5.20229493982336,1.1342521705692665,0.0,1
5.2934425415725155,4.0478834274252495,5.034139143519224,1.939724550833653,0.0,1
6.348074906036454,4.237323392974333,6.435820826961643,3.624281947971732,0.0,1
3.827873487754014,0.8151495916741698,6.490323818224761,3.319800006536001,0.0,1
3.8888043384351674,1.269796483024945,4.342494967986363,3.148496193810477,0.0,1
4.922333668121346,2.56801757631662,4.684564611170615,0.3236815009679581,0.0,1
5.6798292724322295,4.68639529734536,4.556357787052656,0.6974347266283263,0.0,1
6.466361348397007,2.9607559270534596,5.738357649080308,3.952421289040764,0.0,1
8.213034325424328,5.474903755055773,6.678703308195689,4.345445149500142,0.0,1
7.286489434803029,4.736324773587253,5.755664923917134,2.284464459264564,0.0,1
5.7600922050548595,5.359492041127872,2.652157997159512,1.0351588357736656,0.0,1
5.971475688145967,3.5328696791322822,6.487679142147039,3.885163144667427,0.0,1
4.496205953043287,0.5920134698944617,3.7463118717467574,2.083869304056829,0.0,1
